total years;R;Pn;battery sc./base sc. cost ratio;battery sc. tot. cost;base sc. tot. cost
60;45;512;106.869;8.02366e+11;7.50793e+11
60;45;1024;106.869;1.60473e+12;1.50159e+12
60;50;1;104.374;1.53054e+09;1.46639e+09
60;50;2;104.714;3.0708e+09;2.93257e+09
60;50;4;104.714;6.1416e+09;5.86514e+09
60;50;8;104.714;1.22832e+10;1.17303e+10
60;50;16;104.714;2.45664e+10;2.34606e+10
60;50;32;104.714;4.91328e+10;4.69211e+10
60;50;64;104.714;9.82655e+10;9.38422e+10
60;50;128;103.799;2.01231e+11;1.93865e+11
60;50;256;103.799;4.02462e+11;3.8773e+11
60;50;512;103.799;8.04923e+11;7.75461e+11
60;50;1024;103.799;1.60985e+12;1.55092e+12
60;55;1;101.81;1.54198e+09;1.51457e+09
60;55;2;103.597;2.93189e+09;2.83009e+09
60;55;4;103.597;5.86378e+09;5.66018e+09
60;55;8;103.597;1.17276e+10;1.13204e+10
60;55;16;103.597;2.34551e+10;2.26407e+10
60;55;32;103.597;4.69102e+10;4.52814e+10
60;55;64;103.597;9.38204e+10;9.05629e+10
60;55;128;103.536;1.85095e+11;1.78774e+11
60;55;256;103.536;3.70191e+11;3.57547e+11
60;55;512;103.536;7.40381e+11;7.15095e+11
60;55;1024;103.536;1.48076e+12;1.43019e+12
60;60;1;102.501;1.4316e+09;1.39667e+09
60;60;2;102.501;2.8632e+09;2.79334e+09
60;60;4;102.465;5.80362e+09;5.66401e+09
60;60;8;102.465;1.16072e+10;1.1328e+10
60;60;16;102.465;2.32145e+10;2.26561e+10
60;60;32;102.465;4.64289e+10;4.53121e+10
60;60;64;102.465;9.28579e+10;9.06242e+10
60;60;128;102.465;1.85716e+11;1.81248e+11
60;60;256;100.699;3.97424e+11;3.94665e+11
60;60;512;100.699;7.94848e+11;7.89331e+11
60;60;1024;100.699;1.5897e+12;1.57866e+12
60;65;1;99.2541;1.53016e+09;1.54166e+09
60;65;2;99.2541;3.06032e+09;3.08332e+09
60;65;4;99.8263;5.7968e+09;5.80689e+09
60;65;8;99.8263;1.15936e+10;1.16138e+10
60;65;16;99.8263;2.31872e+10;2.32276e+10
60;65;32;99.8263;4.63744e+10;4.64551e+10
60;65;64;99.8263;9.27488e+10;9.29102e+10
60;65;128;99.8263;1.85498e+11;1.8582e+11
60;65;256;100.322;3.74944e+11;3.73742e+11
60;65;512;100.322;7.49887e+11;7.47484e+11
60;65;1024;100.322;1.49977e+12;1.49497e+12
60;70;1;99.008;1.44545e+09;1.45993e+09
60;70;2;99.008;2.89089e+09;2.91986e+09
60;70;4;99.008;5.78179e+09;5.83972e+09
60;70;8;98.8018;1.16038e+10;1.17445e+10
60;70;16;98.8018;2.32076e+10;2.3489e+10
60;70;32;98.8018;4.64151e+10;4.6978e+10
60;70;64;98.8018;9.28303e+10;9.3956e+10
60;70;128;98.8018;1.85661e+11;1.87912e+11
60;70;256;98.8018;3.71321e+11;3.75824e+11
60;70;512;98.5501;7.44425e+11;7.55378e+11
60;70;1024;98.5501;1.48885e+12;1.51076e+12
60;75;1;97.9273;1.44477e+09;1.47535e+09
60;75;2;97.9273;2.88954e+09;2.95069e+09
60;75;4;97.9273;5.77907e+09;5.90139e+09
60;75;8;97.9273;1.15581e+10;1.18028e+10
60;75;16;98.4904;2.28307e+10;2.31807e+10
60;75;32;98.4904;4.56615e+10;4.63613e+10
60;75;64;98.4904;9.1323e+10;9.27227e+10
60;75;128;98.4904;1.82646e+11;1.85445e+11
60;75;256;98.4904;3.65292e+11;3.70891e+11
60;75;512;98.4904;7.30584e+11;7.41781e+11
60;75;1024;98.7575;1.42852e+12;1.44649e+12
60;80;1;97.8704;1.38251e+09;1.41259e+09
60;80;2;97.8704;2.76502e+09;2.82518e+09
60;80;4;97.8704;5.53003e+09;5.65036e+09
60;80;8;97.8704;1.10601e+10;1.13007e+10
60;80;16;97.4234;2.27439e+10;2.33454e+10
60;80;32;97.4234;4.54877e+10;4.66908e+10
60;80;64;97.4234;9.09754e+10;9.33815e+10
60;80;128;97.4234;1.81951e+11;1.86763e+11
60;80;256;97.4234;3.63902e+11;3.73526e+11
60;80;512;97.4234;7.27804e+11;7.47052e+11
60;80;1024;97.4938;1.45955e+12;1.49707e+12
60;85;1;96.5785;1.41196e+09;1.46198e+09
60;85;2;96.5785;2.82391e+09;2.92396e+09
60;85;4;96.5785;5.64782e+09;5.84791e+09
60;85;8;96.5785;1.12956e+10;1.16958e+10
60;85;16;96.5785;2.25913e+10;2.33917e+10
60;85;32;96.5831;4.51e+10;4.66955e+10
60;85;64;96.5831;9.01999e+10;9.3391e+10
60;85;128;96.5831;1.804e+11;1.86782e+11
60;85;256;96.5831;3.608e+11;3.73564e+11
60;85;512;96.5831;7.21599e+11;7.47128e+11
60;85;1024;96.5831;1.4432e+12;1.49426e+12
60;90;1;96.352;1.39283e+09;1.44557e+09
60;90;2;96.352;2.78567e+09;2.89114e+09
60;90;4;96.352;5.57133e+09;5.78227e+09
60;90;8;96.352;1.11427e+10;1.15645e+10
60;90;16;96.352;2.22853e+10;2.31291e+10
60;90;32;96.352;4.45707e+10;4.62582e+10
60;90;64;96.5056;8.95202e+10;9.27617e+10
60;90;128;96.5056;1.7904e+11;1.85523e+11
60;90;256;96.5056;3.58081e+11;3.71047e+11
60;90;512;96.5056;7.16162e+11;7.42093e+11
60;90;1024;96.5056;1.43232e+12;1.48419e+12
60;95;1;96.5302;1.31575e+09;1.36304e+09
60;95;2;96.5302;2.6315e+09;2.72609e+09
60;95;4;96.5302;5.263e+09;5.45218e+09
60;95;8;96.5302;1.0526e+10;1.09044e+10
60;95;16;96.5302;2.1052e+10;2.18087e+10
60;95;32;96.5302;4.2104e+10;4.36174e+10
60;95;64;95.7731;8.96843e+10;9.36425e+10
60;95;128;95.7731;1.79369e+11;1.87285e+11
60;95;256;95.7731;3.58737e+11;3.7457e+11
60;95;512;95.7731;7.17475e+11;7.4914e+11
60;95;1024;95.7731;1.43495e+12;1.49828e+12
60;100;1;95.3174;1.39465e+09;1.46316e+09
60;100;2;95.0407;2.80429e+09;2.95062e+09
60;100;4;95.0407;5.60858e+09;5.90124e+09
60;100;8;95.0407;1.12172e+10;1.18025e+10
60;100;16;95.0407;2.24343e+10;2.3605e+10
60;100;32;95.0407;4.48686e+10;4.72099e+10
60;100;64;95.0407;8.97373e+10;9.44198e+10
60;100;128;95.5655;1.7437e+11;1.82461e+11
60;100;256;95.5655;3.48739e+11;3.64922e+11
60;100;512;95.5655;6.97479e+11;7.29844e+11
60;100;1024;95.5655;1.39496e+12;1.45969e+12
