total years;R;Pn;battery sc./base sc. cost ratio;battery sc. tot. cost;base sc. tot. cost
5;25;4;929.72;1.93372e+09;2.0799e+08
5;25;8;929.72;3.86744e+09;4.15979e+08
5;25;16;929.72;7.73489e+09;8.31959e+08
5;25;32;929.72;1.54698e+10;1.66392e+09
5;25;64;929.72;3.09395e+10;3.32783e+09
5;25;128;929.72;6.18791e+10;6.65567e+09
5;25;256;929.72;1.23758e+11;1.33113e+10
5;25;512;929.72;2.47516e+11;2.66227e+10
5;25;1024;929.72;4.95033e+11;5.32454e+10
5;30;1;788.559;4.1003e+08;5.19974e+07
5;30;2;788.559;8.20061e+08;1.03995e+08
5;30;4;788.559;1.64012e+09;2.0799e+08
5;30;8;788.559;3.28024e+09;4.15979e+08
5;30;16;788.559;6.56049e+09;8.31959e+08
5;30;32;788.559;1.3121e+10;1.66392e+09
5;30;64;788.559;2.62419e+10;3.32783e+09
5;30;128;788.559;5.24839e+10;6.65567e+09
5;30;256;788.559;1.04968e+11;1.33113e+10
5;30;512;788.559;2.09936e+11;2.66227e+10
5;30;1024;788.559;4.19871e+11;5.32454e+10
5;35;1;687.73;3.57602e+08;5.19974e+07
5;35;2;687.73;7.15204e+08;1.03995e+08
5;35;4;687.73;1.43041e+09;2.0799e+08
5;35;8;687.73;2.86081e+09;4.15979e+08
5;35;16;687.73;5.72163e+09;8.31959e+08
5;35;32;687.73;1.14433e+10;1.66392e+09
5;35;64;687.73;2.28865e+10;3.32783e+09
5;35;128;687.73;4.5773e+10;6.65567e+09
5;35;256;687.73;9.15461e+10;1.33113e+10
5;35;512;687.73;1.83092e+11;2.66227e+10
5;35;1024;687.73;3.66184e+11;5.32454e+10
5;40;1;612.108;3.1828e+08;5.19974e+07
5;40;2;612.108;6.36561e+08;1.03995e+08
5;40;4;612.108;1.27312e+09;2.0799e+08
5;40;8;612.108;2.54624e+09;4.15979e+08
5;40;16;612.108;5.09249e+09;8.31959e+08
5;40;32;612.108;1.0185e+10;1.66392e+09
5;40;64;612.108;2.03699e+10;3.32783e+09
5;40;128;612.108;4.07399e+10;6.65567e+09
5;40;256;612.108;8.14798e+10;1.33113e+10
5;40;512;612.108;1.6296e+11;2.66227e+10
5;40;1024;612.108;3.25919e+11;5.32454e+10
5;45;1;553.291;2.87697e+08;5.19974e+07
5;45;2;553.291;5.75394e+08;1.03995e+08
5;45;4;553.291;1.15079e+09;2.0799e+08
5;45;8;553.291;2.30158e+09;4.15979e+08
5;45;16;553.291;4.60315e+09;8.31959e+08
5;45;32;553.291;9.2063e+09;1.66392e+09
5;45;64;553.291;1.84126e+10;3.32783e+09
5;45;128;553.291;3.68252e+10;6.65567e+09
5;45;256;553.291;7.36504e+10;1.33113e+10
5;45;512;553.291;1.47301e+11;2.66227e+10
5;45;1024;553.291;2.94602e+11;5.32454e+10
5;50;1;506.237;2.6323e+08;5.19974e+07
5;50;2;506.237;5.26461e+08;1.03995e+08
5;50;4;506.237;1.05292e+09;2.0799e+08
5;50;8;506.237;2.10584e+09;4.15979e+08
5;50;16;506.237;4.21169e+09;8.31959e+08
5;50;32;506.237;8.42337e+09;1.66392e+09
5;50;64;506.237;1.68467e+10;3.32783e+09
5;50;128;506.237;3.36935e+10;6.65567e+09
5;50;256;506.237;6.7387e+10;1.33113e+10
5;50;512;506.237;1.34774e+11;2.66227e+10
5;50;1024;506.237;2.69548e+11;5.32454e+10
5;55;1;467.739;2.43212e+08;5.19974e+07
5;55;2;467.739;4.86424e+08;1.03995e+08
5;55;4;467.739;9.72849e+08;2.0799e+08
5;55;8;467.739;1.9457e+09;4.15979e+08
5;55;16;467.739;3.89139e+09;8.31959e+08
5;55;32;453.618;7.83263e+09;1.7267e+09
5;55;64;453.618;1.56653e+10;3.4534e+09
5;55;128;453.618;3.13305e+10;6.9068e+09
5;55;256;453.618;6.2661e+10;1.38136e+10
5;55;512;453.618;1.25322e+11;2.76272e+10
5;55;1024;453.618;2.50644e+11;5.52544e+10
5;60;1;422.703;2.28088e+08;5.39594e+07
5;60;2;422.703;4.56176e+08;1.07919e+08
5;60;4;422.703;9.12351e+08;2.15838e+08
5;60;8;422.703;1.8247e+09;4.31675e+08
5;60;16;422.703;3.6494e+09;8.6335e+08
5;60;32;422.703;7.29881e+09;1.7267e+09
5;60;64;422.703;1.45976e+10;3.4534e+09
5;60;128;422.703;2.91952e+10;6.9068e+09
5;60;256;422.703;5.83905e+10;1.38136e+10
5;60;512;422.703;1.16781e+11;2.76272e+10
5;60;1024;422.703;2.33562e+11;5.52544e+10
5;65;1;396.543;2.13972e+08;5.39594e+07
5;65;2;396.543;4.27945e+08;1.07919e+08
5;65;4;396.543;8.5589e+08;2.15838e+08
5;65;8;396.543;1.71178e+09;4.31675e+08
5;65;16;396.543;3.42356e+09;8.6335e+08
5;65;32;396.543;6.84712e+09;1.7267e+09
5;65;64;396.543;1.36942e+10;3.4534e+09
5;65;128;396.543;2.73885e+10;6.9068e+09
5;65;256;396.543;5.47769e+10;1.38136e+10
5;65;512;396.543;1.09554e+11;2.76272e+10
5;65;1024;396.543;2.19108e+11;5.52544e+10
5;70;1;374.121;2.01873e+08;5.39594e+07
5;70;2;374.121;4.03747e+08;1.07919e+08
5;70;4;374.121;8.07494e+08;2.15838e+08
5;70;8;374.121;1.61499e+09;4.31675e+08
5;70;16;374.121;3.22998e+09;8.6335e+08
5;70;32;374.121;6.45995e+09;1.7267e+09
5;70;64;374.121;1.29199e+10;3.4534e+09
5;70;128;374.121;2.58398e+10;6.9068e+09
5;70;256;374.121;5.16796e+10;1.38136e+10
5;70;512;374.121;1.03359e+11;2.76272e+10
5;70;1024;374.121;2.06718e+11;5.52544e+10
5;75;1;354.689;1.91388e+08;5.39594e+07
5;75;2;354.689;3.82776e+08;1.07919e+08
5;75;4;354.689;7.65551e+08;2.15838e+08
5;75;8;354.689;1.5311e+09;4.31675e+08
5;75;16;354.689;3.0622e+09;8.6335e+08
5;75;32;354.689;6.12441e+09;1.7267e+09
5;75;64;354.689;1.22488e+10;3.4534e+09
5;75;128;354.689;2.44976e+10;6.9068e+09
5;75;256;354.689;4.89953e+10;1.38136e+10
5;75;512;354.689;9.79905e+10;2.76272e+10
5;75;1024;354.689;1.95981e+11;5.52544e+10
5;80;1;337.685;1.82213e+08;5.39594e+07
5;80;2;337.685;3.64426e+08;1.07919e+08
5;80;4;337.685;7.28851e+08;2.15838e+08
5;80;8;337.685;1.4577e+09;4.31675e+08
5;80;16;337.685;2.9154e+09;8.6335e+08
5;80;32;337.685;5.83081e+09;1.7267e+09
5;80;64;337.685;1.16616e+10;3.4534e+09
5;80;128;337.685;2.33232e+10;6.9068e+09
5;80;256;337.685;4.66465e+10;1.38136e+10
5;80;512;337.685;9.32929e+10;2.76272e+10
5;80;1024;337.685;1.86586e+11;5.52544e+10
5;85;1;322.682;1.74117e+08;5.39594e+07
5;85;2;322.682;3.48234e+08;1.07919e+08
5;85;4;322.682;6.96469e+08;2.15838e+08
5;85;8;322.682;1.39294e+09;4.31675e+08
5;85;16;322.682;2.78588e+09;8.6335e+08
5;85;32;322.682;5.57175e+09;1.7267e+09
5;85;64;322.682;1.11435e+10;3.4534e+09
5;85;128;322.682;2.2287e+10;6.9068e+09
5;85;256;322.682;4.4574e+10;1.38136e+10
5;85;512;322.682;8.9148e+10;2.76272e+10
5;85;1024;322.682;1.78296e+11;5.52544e+10
5;90;1;309.346;1.66921e+08;5.39594e+07
5;90;2;309.346;3.33842e+08;1.07919e+08
5;90;4;309.346;6.67684e+08;2.15838e+08
5;90;8;309.751;1.33894e+09;4.32262e+08
5;90;16;309.751;2.67787e+09;8.64523e+08
5;90;32;309.751;5.35574e+09;1.72905e+09
5;90;64;309.751;1.07115e+10;3.45809e+09
5;90;128;309.751;2.1423e+10;6.91619e+09
5;90;256;309.751;4.28459e+10;1.38324e+10
5;90;512;309.751;8.56919e+10;2.76647e+10
5;90;1024;309.751;1.71384e+11;5.53295e+10
5;95;1;297.835;1.60928e+08;5.40327e+07
5;95;2;297.835;3.21857e+08;1.08065e+08
5;95;4;297.835;6.43713e+08;2.16131e+08
5;95;8;297.835;1.28743e+09;4.32262e+08
5;95;16;297.835;2.57485e+09;8.64523e+08
5;95;32;297.835;5.14971e+09;1.72905e+09
5;95;64;297.835;1.02994e+10;3.45809e+09
5;95;128;297.835;2.05988e+10;6.91619e+09
5;95;256;297.835;4.11977e+10;1.38324e+10
5;95;512;297.835;8.23953e+10;2.76647e+10
5;95;1024;297.835;1.64791e+11;5.53295e+10
5;100;1;287.111;1.55134e+08;5.40327e+07
5;100;2;287.111;3.10267e+08;1.08065e+08
5;100;4;287.111;6.20534e+08;2.16131e+08
5;100;8;287.111;1.24107e+09;4.32262e+08
5;100;16;287.111;2.48214e+09;8.64523e+08
5;100;32;287.111;4.96428e+09;1.72905e+09
5;100;64;287.111;9.92855e+09;3.45809e+09
5;100;128;287.111;1.98571e+10;6.91619e+09
5;100;256;287.111;3.97142e+10;1.38324e+10
5;100;512;287.111;7.94284e+10;2.76647e+10
5;100;1024;287.111;1.58857e+11;5.53295e+10
10;5;1;1987.63;2.34159e+09;1.17808e+08
10;5;2;1987.63;4.68318e+09;2.35616e+08
10;5;4;1987.63;9.36636e+09;4.71232e+08
10;5;8;1987.63;1.87327e+10;9.42464e+08
10;5;16;1987.63;3.74654e+10;1.88493e+09
10;5;32;1987.63;7.49308e+10;3.76986e+09
10;5;64;1987.63;1.49862e+11;7.53972e+09
10;5;128;1987.63;2.99723e+11;1.50794e+10
10;5;256;1987.63;5.99447e+11;3.01589e+10
10;5;512;1987.63;1.19889e+12;6.03177e+10
10;5;1024;1987.63;2.39779e+12;1.20635e+11
10;10;1;1035.23;1.21959e+09;1.17808e+08
10;10;2;1035.23;2.43918e+09;2.35616e+08
10;10;4;1035.23;4.87836e+09;4.71232e+08
10;10;8;1035.23;9.75671e+09;9.42464e+08
10;10;16;1035.23;1.95134e+10;1.88493e+09
10;10;32;1035.23;3.90268e+10;3.76986e+09
10;10;64;1035.23;7.80537e+10;7.53972e+09
10;10;128;1035.23;1.56107e+11;1.50794e+10
10;10;256;1035.23;3.12215e+11;3.01589e+10
10;10;512;1035.23;6.24429e+11;6.03177e+10
10;10;1024;1035.23;1.24886e+12;1.20635e+11
10;15;1;717.768;8.45589e+08;1.17808e+08
10;15;2;731.198;1.6856e+09;2.30525e+08
10;15;4;731.198;3.3712e+09;4.61051e+08
10;15;8;731.198;6.74239e+09;9.22101e+08
10;15;16;731.198;1.34848e+10;1.8442e+09
10;15;32;731.198;2.69696e+10;3.68841e+09
10;15;64;731.198;5.39391e+10;7.37681e+09
10;15;128;731.198;1.07878e+11;1.47536e+10
10;15;256;731.198;2.15757e+11;2.95072e+10
10;15;512;731.198;4.31513e+11;5.90145e+10
10;15;1024;731.198;8.63026e+11;1.18029e+11
10;20;1;568.96;6.55799e+08;1.15263e+08
10;20;2;568.96;1.3116e+09;2.30525e+08
10;20;4;568.96;2.6232e+09;4.61051e+08
10;20;8;568.96;5.24639e+09;9.22101e+08
10;20;16;568.96;1.04928e+10;1.8442e+09
10;20;32;568.96;2.09856e+10;3.68841e+09
10;20;64;568.96;4.19711e+10;7.37681e+09
10;20;128;568.96;8.39423e+10;1.47536e+10
10;20;256;568.96;1.67885e+11;2.95072e+10
10;20;512;568.96;3.35769e+11;5.90145e+10
10;20;1024;568.96;6.71538e+11;1.18029e+11
10;25;1;471.617;5.43599e+08;1.15263e+08
10;25;2;471.617;1.0872e+09;2.30525e+08
10;25;4;471.617;2.1744e+09;4.61051e+08
10;25;8;471.617;4.34879e+09;9.22101e+08
10;25;16;471.617;8.69758e+09;1.8442e+09
10;25;32;471.617;1.73952e+10;3.68841e+09
10;25;64;471.617;3.47903e+10;7.37681e+09
10;25;128;471.617;6.95807e+10;1.47536e+10
10;25;256;471.617;1.39161e+11;2.95072e+10
10;25;512;471.617;2.78323e+11;5.90145e+10
10;25;1024;471.617;5.56645e+11;1.18029e+11
10;30;1;406.722;4.68799e+08;1.15263e+08
10;30;2;406.722;9.37598e+08;2.30525e+08
10;30;4;420.349;1.85997e+09;4.42481e+08
10;30;8;420.349;3.71993e+09;8.84962e+08
10;30;16;420.349;7.43986e+09;1.76992e+09
10;30;32;420.349;1.48797e+10;3.53985e+09
10;30;64;420.349;2.97594e+10;7.0797e+09
10;30;128;420.349;5.95189e+10;1.41594e+10
10;30;256;420.349;1.19038e+11;2.83188e+10
10;30;512;420.349;2.38076e+11;5.66376e+10
10;30;1024;420.349;4.76151e+11;1.13275e+11
10;35;1;372.05;4.11563e+08;1.1062e+08
10;35;2;372.05;8.23126e+08;2.21241e+08
10;35;4;372.05;1.64625e+09;4.42481e+08
10;35;8;372.05;3.2925e+09;8.84962e+08
10;35;16;372.05;6.585e+09;1.76992e+09
10;35;32;372.05;1.317e+10;3.53985e+09
10;35;64;372.05;2.634e+10;7.0797e+09
10;35;128;372.05;5.268e+10;1.41594e+10
10;35;256;372.05;1.0536e+11;2.83188e+10
10;35;512;372.05;2.1072e+11;5.66376e+10
10;35;1024;372.05;4.2144e+11;1.13275e+11
10;40;1;335.826;3.71491e+08;1.1062e+08
10;40;2;335.826;7.42983e+08;2.21241e+08
10;40;4;335.826;1.48597e+09;4.42481e+08
10;40;8;335.826;2.97193e+09;8.84962e+08
10;40;16;335.826;5.94386e+09;1.76992e+09
10;40;32;335.826;1.18877e+10;3.53985e+09
10;40;64;335.826;2.37754e+10;7.0797e+09
10;40;128;335.826;4.75509e+10;1.41594e+10
10;40;256;335.826;9.51018e+10;2.83188e+10
10;40;512;335.826;1.90204e+11;5.66376e+10
10;40;1024;335.826;3.80407e+11;1.13275e+11
10;45;1;307.651;3.40325e+08;1.1062e+08
10;45;2;307.651;6.80649e+08;2.21241e+08
10;45;4;307.651;1.3613e+09;4.42481e+08
10;45;8;307.651;2.7226e+09;8.84962e+08
10;45;16;305.951;5.45603e+09;1.7833e+09
10;45;32;305.951;1.09121e+10;3.5666e+09
10;45;64;305.951;2.18241e+10;7.13319e+09
10;45;128;305.951;4.36482e+10;1.42664e+10
10;45;256;305.951;8.72964e+10;2.85328e+10
10;45;512;305.951;1.74593e+11;5.70655e+10
10;45;1024;305.951;3.49186e+11;1.14131e+11
10;50;1;283.581;3.16068e+08;1.11456e+08
10;50;2;283.581;6.32137e+08;2.22912e+08
10;50;4;283.581;1.26427e+09;4.45825e+08
10;50;8;283.581;2.52855e+09;8.91649e+08
10;50;16;283.581;5.05709e+09;1.7833e+09
10;50;32;283.581;1.01142e+10;3.5666e+09
10;50;64;283.581;2.02284e+10;7.13319e+09
10;50;128;283.581;4.04567e+10;1.42664e+10
10;50;256;283.581;8.09135e+10;2.85328e+10
10;50;512;283.581;1.61827e+11;5.70655e+10
10;50;1024;283.581;3.23654e+11;1.14131e+11
10;55;1;265.278;2.95668e+08;1.11456e+08
10;55;2;265.278;5.91337e+08;2.22912e+08
10;55;4;265.278;1.18267e+09;4.45825e+08
10;55;8;265.278;2.36535e+09;8.91649e+08
10;55;16;265.278;4.73069e+09;1.7833e+09
10;55;32;265.278;9.46139e+09;3.5666e+09
10;55;64;265.278;1.89228e+10;7.13319e+09
10;55;128;265.278;3.78455e+10;1.42664e+10
10;55;256;265.278;7.56911e+10;2.85328e+10
10;55;512;265.278;1.51382e+11;5.70655e+10
10;55;1024;265.278;3.02764e+11;1.14131e+11
10;60;1;250.025;2.78668e+08;1.11456e+08
10;60;2;250.025;5.57337e+08;2.22912e+08
10;60;4;250.025;1.11467e+09;4.45825e+08
10;60;8;250.025;2.22935e+09;8.91649e+08
10;60;16;250.025;4.45869e+09;1.7833e+09
10;60;32;250.025;8.91739e+09;3.5666e+09
10;60;64;250.025;1.78348e+10;7.13319e+09
10;60;128;250.025;3.56695e+10;1.42664e+10
10;60;256;250.025;7.13391e+10;2.85328e+10
10;60;512;247.078;1.43534e+11;5.80927e+10
10;60;1024;247.078;2.87068e+11;1.16185e+11
10;65;1;271.791;3.08381e+08;1.13462e+08
10;65;2;271.791;6.16761e+08;2.26925e+08
10;65;4;271.791;1.23352e+09;4.53849e+08
10;65;8;271.791;2.46704e+09;9.07698e+08
10;65;16;271.791;4.93409e+09;1.8154e+09
10;65;32;271.791;9.86818e+09;3.63079e+09
10;65;64;271.791;1.97364e+10;7.26159e+09
10;65;128;271.791;3.94727e+10;1.45232e+10
10;65;256;271.791;7.89454e+10;2.90463e+10
10;65;512;271.791;1.57891e+11;5.80927e+10
10;65;1024;271.791;3.15782e+11;1.16185e+11
10;70;1;258.254;2.93021e+08;1.13462e+08
10;70;2;258.254;5.86041e+08;2.26925e+08
10;70;4;258.254;1.17208e+09;4.53849e+08
10;70;8;258.254;2.34416e+09;9.07698e+08
10;70;16;258.254;4.68833e+09;1.8154e+09
10;70;32;258.254;9.37666e+09;3.63079e+09
10;70;64;258.254;1.87533e+10;7.26159e+09
10;70;128;258.254;3.75066e+10;1.45232e+10
10;70;256;258.254;7.50133e+10;2.90463e+10
10;70;512;258.254;1.50027e+11;5.80927e+10
10;70;1024;258.254;3.00053e+11;1.16185e+11
10;75;1;252.06;2.85993e+08;1.13462e+08
10;75;2;252.06;5.71986e+08;2.26925e+08
10;75;4;252.06;1.14397e+09;4.53849e+08
10;75;8;252.06;2.28794e+09;9.07698e+08
10;75;16;252.06;4.57589e+09;1.8154e+09
10;75;32;252.06;9.15177e+09;3.63079e+09
10;75;64;252.06;1.83035e+10;7.26159e+09
10;75;128;252.06;3.66071e+10;1.45232e+10
10;75;256;252.06;7.32142e+10;2.90463e+10
10;75;512;252.06;1.46428e+11;5.80927e+10
10;75;1024;252.06;2.92857e+11;1.16185e+11
10;80;1;241.448;2.73952e+08;1.13462e+08
10;80;2;241.448;5.47904e+08;2.26925e+08
10;80;4;241.448;1.09581e+09;4.53849e+08
10;80;8;241.236;2.21578e+09;9.18511e+08
10;80;16;241.236;4.43156e+09;1.83702e+09
10;80;32;241.236;8.86311e+09;3.67404e+09
10;80;64;241.236;1.77262e+10;7.34809e+09
10;80;128;241.236;3.54525e+10;1.46962e+10
10;80;256;241.236;7.09049e+10;2.93923e+10
10;80;512;241.236;1.4181e+11;5.87847e+10
10;80;1024;241.236;2.8362e+11;1.17569e+11
10;85;1;231.899;2.66252e+08;1.14814e+08
10;85;2;231.899;5.32505e+08;2.29628e+08
10;85;4;231.899;1.06501e+09;4.59255e+08
10;85;8;231.899;2.13002e+09;9.18511e+08
10;85;16;231.899;4.26004e+09;1.83702e+09
10;85;32;231.899;8.52007e+09;3.67404e+09
10;85;64;231.899;1.70401e+10;7.34809e+09
10;85;128;231.899;3.40803e+10;1.46962e+10
10;85;256;231.899;6.81606e+10;2.93923e+10
10;85;512;231.899;1.36321e+11;5.87847e+10
10;85;1024;231.899;2.72642e+11;1.17569e+11
10;90;1;228.172;2.61973e+08;1.14814e+08
10;90;2;228.172;5.23946e+08;2.29628e+08
10;90;4;228.172;1.04789e+09;4.59255e+08
10;90;8;228.172;2.09579e+09;9.18511e+08
10;90;16;228.172;4.19157e+09;1.83702e+09
10;90;32;228.172;8.38314e+09;3.67404e+09
10;90;64;228.172;1.67663e+10;7.34809e+09
10;90;128;228.172;3.35326e+10;1.46962e+10
10;90;256;228.172;6.70652e+10;2.93923e+10
10;90;512;228.172;1.3413e+11;5.87847e+10
10;90;1024;228.172;2.68261e+11;1.17569e+11
10;95;1;220.506;2.53171e+08;1.14814e+08
10;95;2;220.506;5.06342e+08;2.29628e+08
10;95;4;220.506;1.01268e+09;4.59255e+08
10;95;8;220.506;2.02537e+09;9.18511e+08
10;95;16;220.506;4.05074e+09;1.83702e+09
10;95;32;220.506;8.10147e+09;3.67404e+09
10;95;64;220.506;1.62029e+10;7.34809e+09
10;95;128;221.01;3.27338e+10;1.4811e+10
10;95;256;221.01;6.54676e+10;2.9622e+10
10;95;512;221.01;1.30935e+11;5.9244e+10
10;95;1024;221.01;2.6187e+11;1.18488e+11
10;100;1;214.103;2.47741e+08;1.15711e+08
10;100;2;214.103;4.95481e+08;2.31422e+08
10;100;4;214.103;9.90963e+08;4.62844e+08
10;100;8;214.103;1.98193e+09;9.25688e+08
10;100;16;214.103;3.96385e+09;1.85138e+09
10;100;32;214.103;7.9277e+09;3.70275e+09
10;100;64;214.103;1.58554e+10;7.4055e+09
10;100;128;214.103;3.17108e+10;1.4811e+10
10;100;256;214.103;6.34216e+10;2.9622e+10
10;100;512;214.103;1.26843e+11;5.9244e+10
10;100;1024;214.103;2.53686e+11;1.18488e+11
15;5;1;1560.64;2.85473e+09;1.8292e+08
15;5;2;1560.64;5.70947e+09;3.65841e+08
15;5;4;1560.64;1.14189e+10;7.31681e+08
15;5;8;1560.64;2.28379e+10;1.46336e+09
15;5;16;1560.64;4.56758e+10;2.92673e+09
15;5;32;1560.64;9.13515e+10;5.85345e+09
15;5;64;1560.64;1.82703e+11;1.17069e+10
15;5;128;1560.64;3.65406e+11;2.34138e+10
15;5;256;1560.64;7.30812e+11;4.68276e+10
15;5;512;1560.64;1.46162e+12;9.36552e+10
15;5;1024;1560.64;2.92325e+12;1.8731e+11
15;10;1;837.812;1.53253e+09;1.8292e+08
15;10;2;837.812;3.06506e+09;3.65841e+08
15;10;4;837.812;6.13012e+09;7.31681e+08
15;10;8;837.812;1.22602e+10;1.46336e+09
15;10;16;837.326;2.41368e+10;2.8826e+09
15;10;32;837.326;4.82736e+10;5.76521e+09
15;10;64;837.326;9.65472e+10;1.15304e+10
15;10;128;837.326;1.93094e+11;2.30608e+10
15;10;256;837.326;3.86189e+11;4.61217e+10
15;10;512;837.326;7.72377e+11;9.22433e+10
15;10;1024;837.326;1.54475e+12;1.84487e+11
15;15;1;585.601;1.05504e+09;1.80163e+08
15;15;2;585.601;2.11007e+09;3.60325e+08
15;15;4;585.601;4.22014e+09;7.20651e+08
15;15;8;585.601;8.44028e+09;1.4413e+09
15;15;16;585.601;1.68806e+10;2.8826e+09
15;15;32;585.601;3.37611e+10;5.76521e+09
15;15;64;585.601;6.75223e+10;1.15304e+10
15;15;128;585.601;1.35045e+11;2.30608e+10
15;15;256;585.601;2.70089e+11;4.61217e+10
15;15;512;585.601;5.40178e+11;9.22433e+10
15;15;1024;585.601;1.08036e+12;1.84487e+11
15;20;1;459.739;8.28279e+08;1.80163e+08
15;20;2;459.739;1.65656e+09;3.60325e+08
15;20;4;459.739;3.31311e+09;7.20651e+08
15;20;8;459.739;6.62623e+09;1.4413e+09
15;20;16;459.739;1.32525e+10;2.8826e+09
15;20;32;459.739;2.65049e+10;5.76521e+09
15;20;64;459.739;5.30098e+10;1.15304e+10
15;20;128;446.55;1.06978e+11;2.39567e+10
15;20;256;446.55;2.13957e+11;4.79133e+10
15;20;512;446.55;4.27914e+11;9.58267e+10
15;20;1024;446.55;8.55827e+11;1.91653e+11
15;25;1;373.728;6.99475e+08;1.87161e+08
15;25;2;373.728;1.39895e+09;3.74323e+08
15;25;4;373.728;2.7979e+09;7.48646e+08
15;25;8;373.728;5.5958e+09;1.49729e+09
15;25;16;373.728;1.11916e+10;2.99458e+09
15;25;32;373.728;2.23832e+10;5.98917e+09
15;25;64;373.728;4.47664e+10;1.19783e+10
15;25;128;373.728;8.95328e+10;2.39567e+10
15;25;256;373.728;1.79066e+11;4.79133e+10
15;25;512;373.728;3.58131e+11;9.58267e+10
15;25;1024;373.728;7.16263e+11;1.91653e+11
15;30;1;325.181;6.08613e+08;1.87161e+08
15;30;2;325.181;1.21723e+09;3.74323e+08
15;30;4;325.181;2.43445e+09;7.48646e+08
15;30;8;325.181;4.86891e+09;1.49729e+09
15;30;16;325.181;9.73781e+09;2.99458e+09
15;30;32;325.181;1.94756e+10;5.98917e+09
15;30;64;325.181;3.89512e+10;1.19783e+10
15;30;128;325.181;7.79025e+10;2.39567e+10
15;30;256;325.181;1.55805e+11;4.79133e+10
15;30;512;325.181;3.1161e+11;9.58267e+10
15;30;1024;325.181;6.2322e+11;1.91653e+11
15;35;1;289.307;5.53207e+08;1.91218e+08
15;35;2;289.307;1.10641e+09;3.82436e+08
15;35;4;289.307;2.21283e+09;7.64872e+08
15;35;8;289.307;4.42565e+09;1.52974e+09
15;35;16;289.307;8.85131e+09;3.05949e+09
15;35;32;289.307;1.77026e+10;6.11897e+09
15;35;64;289.307;3.54052e+10;1.22379e+10
15;35;128;289.307;7.08105e+10;2.44759e+10
15;35;256;289.307;1.41621e+11;4.89518e+10
15;35;512;289.307;2.83242e+11;9.79036e+10
15;35;1024;289.307;5.66484e+11;1.95807e+11
15;40;1;267.749;5.11984e+08;1.91218e+08
15;40;2;267.749;1.02397e+09;3.82436e+08
15;40;4;267.749;2.04793e+09;7.64872e+08
15;40;8;267.749;4.09587e+09;1.52974e+09
15;40;16;267.749;8.19174e+09;3.05949e+09
15;40;32;267.749;1.63835e+10;6.11897e+09
15;40;64;267.749;3.27669e+10;1.22379e+10
15;40;128;267.749;6.55339e+10;2.44759e+10
15;40;256;267.749;1.31068e+11;4.89518e+10
15;40;512;267.749;2.62136e+11;9.79036e+10
15;40;1024;267.749;5.24271e+11;1.95807e+11
15;45;1;247.153;4.72601e+08;1.91218e+08
15;45;2;247.153;9.45201e+08;3.82436e+08
